GMID,Dataset,Facility Name,Address,數據集,設施名稱,地址,Students Gender,就讀學生性別,Session,學校授課時間,District,分區,Finance Type,資助種類,School Level,學校類型,Telephone,聯絡電話,Fax Number,傳真號碼,Website,網頁,Religion,宗教,SCHOOL NO.,學校編號,Northing,Easting,Latitude,Longitude,Last Update
"XknCsrptVe","Aided Primary Schools","HOI PING CHAMBER OF COMMERCE PRIMARY SCHOOL","700 LAI CHI KOK ROAD KOWLOON","資助小學","旅港開平商會學校","九龍荔枝角道７００號","CO-ED","男女","WHOLE DAY","全日","SHAM SHUI PO","深水埗區","AIDED","資助","PRIMARY","小學","23875605,27285710","23875605,27285710","27254961","27254961","http://www.hpccps.edu.hk","http://www.hpccps.edu.hk","NOT APPLICABLE","不適用","512010000123","512010000123","821700.0","833856.0","22.33435","114.15346","2019-10-29 04:15:59"
"jwctfSnrsM","Aided Primary Schools","CHOI WAN ST JOSEPH'S PRIMARY SCHOOL","ESTATE PRIMARY SCHOOL NO 2 CHOI WAN ESTATE KOWLOON","資助小學","彩雲聖若瑟小學","九龍彩雲邨房屋署第二小學","CO-ED","男女","WHOLE DAY","全日","WONG TAI SIN","黃大仙區","AIDED","資助","PRIMARY","小學","27557180,27557180","27557180,27557180","23050067","23050067","http://www.cwsj.edu.hk","http://www.cwsj.edu.hk","CATHOLICISM","天主教","511579000123","511579000123","821691.0","839916.0","22.33427","114.21229","2019-10-29 04:15:59"
"IgX3bOpmnY","Aided Primary Schools","S.K.H. HOLY CROSS PRIMARY SCHOOL","9 MUK HUNG STREET, KOWLOON CITY, KOWLOON","資助小學","聖公會聖十架小學","九龍九龍城沐虹街９號","CO-ED","男女","WHOLE DAY","全日","KOWLOON CITY","九龍城區","AIDED","資助","PRIMARY","小學","23276286,23204930","23276286,23204930","23277104","23277104","https://www.skhhcps.edu.hk/it-school/php/webcms/public/mainpage/main.php3","https://www.skhhcps.edu.hk/it-school/php/webcms/public/mainpage/main.php3","PROTESTANTISM / CHRISTIANITY","基督教","510939000223","510939000223","821484.0","839097.0","22.3324","114.20434","2019-10-29 04:15:59"
"gxeki9cC44","Aided Primary Schools","WONG TAI SIN CATHOLIC PRIMARY SCHOOL","102 CHING TAK STREET WONG TAI SIN KOWLOON","資助小學","黃大仙天主教小學","九龍黃大仙正德街１０２號","CO-ED","男女","WHOLE DAY","全日","WONG TAI SIN","黃大仙區","AIDED","資助","PRIMARY","小學","23208367,23255310","23208367,23255310","23208620","23208620","http://www.e-wong.edu.hk","http://www.e-wong.edu.hk","CATHOLICISM","天主教","514926000123","514926000123","822430.0","838021.0","22.34095","114.19389","2019-10-29 04:15:59"
"DsZS6M3W4V","Aided Primary Schools","CANOSSA PRIMARY SCHOOL (SAN PO KONG)","9 CHOI YEE LANE SAN PO KONG KOWLOON","資助小學","嘉諾撒小學（新蒲崗）","九龍新蒲崗彩頤里９號","CO-ED","男女","WHOLE DAY","全日","WONG TAI SIN","黃大仙區","AIDED","資助","PRIMARY","小學","23238883","23238883","23236665","23236665","http://www.cps.edu.hk","http://www.cps.edu.hk","CATHOLICISM","天主教","550418000223","550418000223","821993.0","838859.0","22.337","114.20203","2019-10-29 04:15:59"
"MVfJ4kcce0","Aided Primary Schools","SHAMSHUIPO KAIFONG WELFARE ASSOCIATION PRIMARY SCHOOL","2ND-5TH FLOORS 88 YU CHAU STREET KOWLOON","資助小學","深水埔街坊福利會小學","九龍汝州街８８號３樓至６樓","CO-ED","男女","WHOLE DAY","全日","SHAM SHUI PO","深水埗區","AIDED","資助","PRIMARY","小學","23819504,23816900","23819504,23816900","23914112","23914112","http://www.sspkw.edu.hk","http://www.sspkw.edu.hk","NOT APPLICABLE","不適用","513814000123","513814000123","820934.0","835044.0","22.32744","114.16499","2019-10-29 04:15:59"
"vzRP8ZipdE","Aided Primary Schools","FUK TAK EDUCATION SOCIETY PRIMARY SCHOOL","KONG HA VILLAGE SHA TAU KOK NEW TERRITORIES","資助小學","福德學社小學","新界沙頭角崗下村","CO-ED","男女","WHOLE DAY","全日","NORTH","北區","AIDED","資助","PRIMARY","小學","22923376","22923376","N.A.","N.A.","http://www.ftesps.edu.hk","http://www.ftesps.edu.hk","NOT APPLICABLE","不適用","112836000223","112836000223","845342.0","841240.0","22.54785","114.22521","2019-10-29 04:15:59"
"ra5wNgP6g0","Aided Primary Schools","CASTLE PEAK CATHOLIC PRIMARY SCHOOL","2 TUEN MUN HEUNG SZE WUI ROAD TUEN MUN NEW TERRITORIES","資助小學","青山天主教小學","新界屯門屯門鄉事會路２號","CO-ED","男女","WHOLE DAY","全日","TUEN MUN","屯門區","AIDED","資助","PRIMARY","小學","24574634,24573470","24574634,24573470","24586055","24586055","http://cpcps.edu.hk","http://cpcps.edu.hk","CATHOLICISM","天主教","114146000123","114146000123","828411.0","815487.0","22.39483","113.97507","2019-10-29 04:15:59"
"Z94tLHTaWO","Aided Primary Schools","GRANTHAM COLLEGE OF EDUCATION PAST STUDENTS' ASSOCIATION WHAMPOA PRIMARY SCHOOL","30 TAK ON STREET WHAMPOA GARDEN HUNG HOM KOWLOON","資助小學","葛量洪校友會黃埔學校","九龍紅磡黃埔花園德安街三十號","CO-ED","男女","WHOLE DAY","全日","KOWLOON CITY","九龍城區","AIDED","資助","PRIMARY","小學","23343673","23343673","23337689","23337689","http://www.gcewps.edu.hk","http://www.gcewps.edu.hk","NOT APPLICABLE","不適用","521990000123","521990000123","818262.0","837774.0","22.30331","114.19149","2019-10-29 04:11:13"
"Ra32Ct0bLh","Aided Primary Schools","PO LEUNG KUK MRS. CHAN NAM CHONG MEMORIAL PRIMARY SCHOOL","30 HONG KEUNG STREET, SAN PO KONG, KOWLOON","資助小學","保良局陳南昌夫人小學","九龍新蒲崗康強街３０號","CO-ED","男女","WHOLE DAY","全日","WONG TAI SIN","黃大仙區","AIDED","資助","PRIMARY","小學","27599365","27599365","27999830","27999830","https://www.plkcnc.edu.hk/index/index25.aspx?nnnid=1","https://www.plkcnc.edu.hk/index/index25.aspx?nnnid=1","NOT APPLICABLE","不適用","510181000223","510181000223","821789.0","838315.0","22.33516","114.19674","2019-10-29 04:11:13"
"353VDjtynr","Aided Primary Schools","ST. PAUL'S PRIMARY CATHOLIC SCHOOL","ESTATE SCHOOL NO.2, HING WAH (II) ESTATE, CHAI WAN, HONG KONG","資助小學","聖保祿天主教小學","香港柴灣興華(二)邨二號學校","GIRLS","女","WHOLE DAY","全日","EASTERN","東區","AIDED","資助","PRIMARY","小學","25763181","25763181","28824530","28824530","http://www.sppcs.edu.hk","http://www.sppcs.edu.hk","CATHOLICISM","天主教","170054000223","170054000223","813900.0","842012.0","22.26391","114.2326","2019-10-29 03:48:57"
"NbtSm3g5nC","Aided Primary Schools","QUEEN ELIZABETH SCHOOL OLD STUDENTS' ASSOCIATION BRANCH PRIMARY SCHOOL","AREA 3 PHASE 4 TIN SHUI WAI YUEN LONG NT","資助小學","伊利沙伯中學舊生會小學分校","新界元朗天水圍三區第四期","CO-ED","男女","WHOLE DAY","全日","YUEN LONG","元朗區","AIDED","資助","PRIMARY","小學","24478686","24478686","26174488","26174488","https://www.qbps.edu.hk","https://www.qbps.edu.hk","NOT APPLICABLE","不適用","529532000123","529532000123","834231.0","818340.0","22.44742","114.00271","2019-10-15 07:10:16"
"x9HsIG5iuw","Aided Primary Schools","PO LEUNG KUK LEUNG CHOW SHUN KAM PRIMARY SCHOOL","WU KING ESTATE TUEN MUN NEW TERRITORIES","資助小學","保良局梁周順琴小學","新界屯門湖景邨","CO-ED","男女","WHOLE DAY","全日","TUEN MUN","屯門區","AIDED","資助","PRIMARY","小學","24678107","24678107","24633321","24633321","https://www.plklcsk.edu.hk","https://www.plklcsk.edu.hk","NOT APPLICABLE","不適用","114910000123","114910000123","826410.0","814357.0","22.37675","113.96412","2019-10-15 07:10:16"
"JIaQmm2EXa","Aided Primary Schools","FONG SHU FOOK TONG FOUNDATION FONG SHU CHUEN PRIMARY SCHOOL","WAH MING ESTATE PHASE II FANLING NT","資助小學","方樹福堂基金方樹泉小學","新界粉嶺華明邨第二期","CO-ED","男女","WHOLE DAY","全日","NORTH","北區","AIDED","資助","PRIMARY","小學","27082211","27082211","27082882","27082882","http://www.fsc.edu.hk","http://www.fsc.edu.hk","NOT APPLICABLE","不適用","115622000123","115622000123","838126.0","832593.0","22.48269","114.14116","2019-10-15 07:10:16"
"ReQBaICakR","Aided Primary Schools","S.K.H. KOWLOON BAY KEI LOK PRIMARY SCHOOL","6 KAI YAN STREET KOWLOON BAY KOWLOON","資助小學","聖公會九龍灣基樂小學","九龍九龍灣啓仁街六號","CO-ED","男女","WHOLE DAY","全日","KWUN TONG","觀塘區","AIDED","資助","PRIMARY","小學","27969393","27969393","27963777","27963777","http://www.kbkeilok.edu.hk","http://www.kbkeilok.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","550396000123","550396000123","821096.0","839285.0","22.3289","114.20616","2019-10-15 07:10:16"
"cz4aoK8u2D","Aided Primary Schools","PUN U ASSOCIATION WAH YAN PRIMARY SCHOOL","2 PAK FUK ROAD, NORTH POINT, HONG KONG","資助小學","番禺會所華仁小學","香港北角百福道2號","BOYS","男","WHOLE DAY","全日","EASTERN","東區","AIDED","資助","PRIMARY","小學","25722140","25722140","25724970","25724970","http://www.puwy.edu.hk","http://www.puwy.edu.hk","CATHOLICISM","天主教","510920000223","510920000223","816779.0","839168.0","22.28991","114.20502","2019-10-15 07:10:16"
"8Msfs8K9n0","Aided Primary Schools","YAUMATI CATHOLIC PRIMARY SCHOOL (HOI WANG ROAD)","10 HOI WANG ROAD YAU MA TEI KOWLOON","資助小學","油蔴地天主教小學（海泓道）","九龍油麻地海泓道１０號","CO-ED","男女","WHOLE DAY","全日","YAU TSIM MONG","油尖旺區","AIDED","資助","PRIMARY","小學","26250766","26250766","26250262","26250262","http://www.ycps.edu.hk","http://www.ycps.edu.hk","CATHOLICISM","天主教","535796000123","535796000123","819381.0","834951.0","22.31341","114.16409","2019-10-15 07:10:15"
"3xMIgbrlO7","Aided Primary Schools","SAI KUNG SUNG TSUN CATHOLIC SCHOOL (PRIMARY SECTION)","BLOCKS F & G ANCILLARY BLOCK PO TUNG ROAD SAI KUNG NEW TERRITORIES (DD 221 LOT 1762)","資助小學","西貢崇真天主教學校（小學部）","新界西貢普通道Ｆ座Ｇ座及附屬房舍（第２２１約第１７６２號地段）","CO-ED","男女","WHOLE DAY","全日","SAI KUNG","西貢區","AIDED","資助","PRIMARY","小學","27922246","27922246","27926448","27926448","http://www.stcps.edu.hk","http://www.stcps.edu.hk","CATHOLICISM","天主教","528986000123","528986000123","827071.0","845902.0","22.38283","114.27042","2019-10-15 07:10:15"
"UODo1RT4Pe","Aided Primary Schools","PUI LING SCHOOL OF THE PRECIOUS BLOOD","13 ON LOK MUN STREET ON LOK TSUEN FANLING NT","資助小學","寶血會培靈學校","新界粉嶺安樂村安樂門街１３號","CO-ED","男女","WHOLE DAY","全日","NORTH","北區","AIDED","資助","PRIMARY","小學","26756617","26756617","26776207","26776207","http://www.plpb.edu.hk","http://www.plpb.edu.hk","CATHOLICISM","天主教","112992000123","112992000123","839764.0","832888.0","22.49748","114.14403","2019-10-15 07:10:15"
"mi7Muv3Gso","Aided Primary Schools","TSZ WAN SHAN ST BONAVENTURE CATHOLIC PRIMARY SCHOOL","NING WAH STREET TSZ CHING ESTATE TSZ WAN SHAN KOWLOON","資助小學","慈雲山聖文德天主教小學","九龍慈雲山慈正邨寧華街","CO-ED","男女","WHOLE DAY","全日","WONG TAI SIN","黃大仙區","AIDED","資助","PRIMARY","小學","23206226","23206226","23255707","23255707","http://www.tsbcps.edu.hk","http://www.tsbcps.edu.hk","CATHOLICISM","天主教","535788000123","535788000123","823407.0","838971.0","22.34977","114.20312","2019-10-15 07:10:15"
"V4FSo61kd8","Aided Primary Schools","CHRISTIAN & MISSIONARY ALLIANCE SUN KEI PRIMARY SCHOOL","SHEUNG TAK ESTATE TSEUNG KWAN O NEW TERRITORIES","資助小學","基督教宣道會宣基小學","新界將軍澳尚德邨","CO-ED","男女","WHOLE DAY","全日","SAI KUNG","西貢區","AIDED","資助","PRIMARY","小學","21916996","21916996","21916995","21916995","http://www.sunkei.edu.hk","http://www.sunkei.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","522171000123","522171000123","819300.0","844603.0","22.31266","114.25777","2019-10-15 07:10:15"
"qoR657kBCM","Aided Primary Schools","POK OI HOSPITAL CHAN KWOK WAI PRIMARY SCHOOL","SHEUNG TAK ESTATE TSEUNG KWAN O NEW TERRITORIES","資助小學","博愛醫院陳國威小學","新界將軍澳尚德邨","CO-ED","男女","WHOLE DAY","全日","SAI KUNG","西貢區","AIDED","資助","PRIMARY","小學","21785700","21785700","21785775","21785775","http://www.pohckwps.edu.hk","http://www.pohckwps.edu.hk","NOT APPLICABLE","不適用","522040000123","522040000123","819345.0","844637.0","22.31307","114.2581","2019-10-15 07:10:15"
"vIMrgeWm6O","Aided Primary Schools","CHI LIN BUDDHIST PRIMARY SCHOOL","1 TONG CHUN STREET TSEUNG KWAN O SAI KUNG NEW TERRITORIES","資助小學","佛教志蓮小學","新界西貢將軍澳唐俊街一號","CO-ED","男女","WHOLE DAY","全日","SAI KUNG","西貢區","AIDED","資助","PRIMARY","小學","22463959","22463959","22463972","22463972","http://www.chilinbps.edu.hk","http://www.chilinbps.edu.hk","BUDDHISM","佛教","524581000123","524581000123","819054.0","844930.0","22.31044","114.26094","2019-10-15 07:10:15"
"4vaa1Yzdzn","Aided Primary Schools","LA SALLE PRIMARY SCHOOL","1D LA SALLE ROAD KOWLOON","資助小學","喇沙小學","九龍喇沙利道１Ｄ號","BOYS","男","WHOLE DAY","全日","KOWLOON CITY","九龍城區","AIDED","資助","PRIMARY","小學","23362609","23362609","23363153","23363153","http://www.la-salle.edu.hk","http://www.la-salle.edu.hk","CATHOLICISM","天主教","512591000123","512591000123","820944.0","836714.0","22.32753","114.1812","2019-10-15 07:10:14"
"joDDa28QV7","Aided Primary Schools","TA KU LING LING YING PUBLIC SCHOOL","CHOW TIN VILLAGE, TA KU LING, NORTH DISTRICT, NEW TERRITORIES","資助小學","打鼓嶺嶺英公立學校","新界北區打鼓嶺週田村","CO-ED","男女","WHOLE DAY","全日","NORTH","北區","AIDED","資助","PRIMARY","小學","26740538","26740538","26592061","26592061","http://www.lyps.edu.hk","http://www.lyps.edu.hk","NOT APPLICABLE","不適用","514365000123","514365000123","844172.0","832683.0","22.53728","114.14202","2019-10-15 07:10:14"
"1rsdByQz7P","Aided Primary Schools","TUNG CHUNG CATHOLIC SCHOOL","8 YAT TUNG STREET YAT TUNG (2) ESTATE TUNG CHUNG LANTAU ISLAND NEW TERRITORIES","資助小學","東涌天主教學校","新界大嶼山東涌逸東街８號逸東（二）邨","CO-ED","男女","WHOLE DAY","全日","ISLANDS","離島區","AIDED","資助","PRIMARY","小學","21094962","21094962","21210166","21210166","http://www.tccs.edu.hk","http://www.tccs.edu.hk","CATHOLICISM","天主教","536547000223","536547000223","815997.0","811388.0","22.28267","113.93545","2019-10-15 07:10:14"
"6MwjX8EAG3","Aided Primary Schools","KING'S COLLEGE OLD BOYS' ASSOCIATION PRIMARY SCHOOL NO. 2","40 PO HING FONG SHEUNG WAN HONG KONG","資助小學","英皇書院同學會小學第二校","香港上環普慶坊４０號","CO-ED","男女","WHOLE DAY","全日","CENTRAL AND WESTERN","中西區","AIDED","資助","PRIMARY","小學","25477575","25477575","25473555","25473555","http://www.kcobaps2.edu.hk","http://www.kcobaps2.edu.hk","NOT APPLICABLE","不適用","536377000123","536377000123","816143.0","833275.0","22.28417","114.14783","2019-10-15 07:10:14"
"61ZTmsCSNo","Aided Primary Schools","KING LAM CATHOLIC PRIMARY SCHOOL","KING LAM ESTATE 38 PO LAM ROAD NORTH TSEUNG KWAN O NEW TERRITORIES","資助小學","景林天主教小學","新界將軍澳寶琳北路３８號景林邨","CO-ED","男女","WHOLE DAY","全日","SAI KUNG","西貢區","AIDED","資助","PRIMARY","小學","27030499","27030499","27040977","27040977","http://www.klcps.edu.hk","http://www.klcps.edu.hk","CATHOLICISM","天主教","115606000123","115606000123","820155.0","844858.0","22.32038","114.26025","2019-10-15 07:10:14"
"xiPsTg7FDZ","Aided Primary Schools","YAUMATI KAIFONG ASSOCIATION SCHOOL","80 PUBLIC SQUARE STREET YAUMATEI KOWLOON","資助小學","油蔴地街坊會學校","九龍油麻地眾坊街８０號","CO-ED","男女","WHOLE DAY","全日","YAU TSIM MONG","油尖旺區","AIDED","資助","PRIMARY","小學","23888327","23888327","27830854","27830854","http://www.ymtkfas.edu.hk","http://www.ymtkfas.edu.hk","NOT APPLICABLE","不適用","515000000123","515000000123","819028.0","835733.0","22.31022","114.17168","2019-10-15 07:10:14"
"DXBySYofXz","Aided Primary Schools","TAK SUN SCHOOL","103 AUSTIN ROAD AND 3/F & PORTION OF 4/F REAR BUILDING 103 AUSTIN ROAD KOWLOON","資助小學","德信學校","九龍柯士甸道１０３號及柯士甸道１０３號後座３樓及４樓部分","BOYS","男","WHOLE DAY","全日","YAU TSIM MONG","油尖旺區","AIDED","資助","PRIMARY","小學","23673446","23673446","23661589","23661589","http://www.taksun.edu.hk","http://www.taksun.edu.hk","CATHOLICISM","天主教","514454000123","514454000123","818326.0","835799.0","22.30389","114.17232","2019-10-15 07:10:14"
"ltsK3X6cdT","Aided Primary Schools","TAI KOK TSUI CATHOLIC PRIMARY SCHOOL","148 TAI KOK TSUI ROAD KOWLOON ( SCHOOL IMPROVEMENT PROGRAMME )","資助小學","大角嘴天主教小學","九龍大角咀道１４８號（學校改善工程計劃）","CO-ED","男女","WHOLE DAY","全日","YAU TSIM MONG","油尖旺區","AIDED","資助","PRIMARY","小學","23933559","23933559","23911906","23911906","http://www.tktcps.edu.hk","http://www.tktcps.edu.hk","CATHOLICISM","天主教","514390000123","514390000123","820343.0","834753.0","22.3221","114.16217","2019-10-15 07:10:14"
"MrVGXTn0LY","Aided Primary Schools","CANOSSA SCHOOL (HONG KONG)","8 HOI CHAK STREET QUARRY BAY HONG KONG","資助小學","香港嘉諾撒學校","香港鰂魚涌海澤街８號","CO-ED","男女","WHOLE DAY","全日","EASTERN","東區","AIDED","資助","PRIMARY","小學","25610115","25610115","25627840","25627840","http://www.canossahk.edu.hk","http://www.canossahk.edu.hk","CATHOLICISM","天主教","511358000123","511358000123","816664.0","839813.0","22.28887","114.21127","2019-10-15 07:10:14"
"ePNNME5gql","Aided Primary Schools","SACRED HEART OF MARY CATHOLIC PRIMARY SCHOOL","ESTATE PRIMARY SCHOOL FU HENG ESTATE PHASE I AREA 8 TAI PO NEW TERRITORIES","資助小學","天主教聖母聖心小學","新界大埔富亨邨第一期","CO-ED","男女","WHOLE DAY","全日","TAI PO","大埔區","AIDED","資助","PRIMARY","小學","26606161","26606161","26667048","26667048","http://www.shmcps.edu.hk","http://www.shmcps.edu.hk","CATHOLICISM","天主教","115657000123","115657000123","835300.0","835742.0","22.45717","114.17176","2019-10-15 07:10:14"
"wdCWFLVGSH","Aided Primary Schools","GOOD COUNSEL CATHOLIC PRIMARY SCHOOL","9 KWONG LEE ROAD SHAMSHUIPO KOWLOON","資助小學","天主教善導小學","九龍深水埗廣利道９號","CO-ED","男女","WHOLE DAY","全日","SHAM SHUI PO","深水埗區","AIDED","資助","PRIMARY","小學","23865392","23865392","27089954","27089954","http://www.gccps.edu.hk","http://www.gccps.edu.hk","CATHOLICISM","天主教","510971000123","510971000123","822368.0","834500.0","22.34039","114.15971","2019-10-15 07:10:14"
